en,ngiemboon
daybreak,mbaʼámbaʼ
pair off,mánèndèle
buckler,legẅi ncù
wrath,gyáŋa lóŋ
brim over,letsyagté
overrun,letsyagté
windowpane,fènɛ́tèle
leafage,leffo tÿó
morn,mbaʼámbaʼ
cosh,lyɛ̀nÿɔ́g
scarf joint,kwɛ̀ɛ twó
steel,kapáŋapùʼ
shell,kʉ́ʼʉ ncù
ember,kyé mmɔ̌g
smack,mbaŋfɔ̌ɔn
cicada,másèm nnú
sinner,fʉ̀ate nò
permeate,kwá lʉʼʉ́
measure,mbaŋkwɔ́ʼ
take a crap,kàsànetíʼ
streak,mbaŋkwɔ́ʼ
dump,kàsànetíʼ
shite,kàsànetíʼ
telescope,lùŋ nÿɔ́g
nail down,mbàŋa tʉ̌
pinpoint,mbàŋa tʉ̌
dash,mbaŋfɔ̌ɔn
taproom,mbaŋkwɔ́ʼ
account,lekyɛ́ʼtè
hairdresser,kẅìŋe twó
harbour,legẅi ncù
another time,fʉ̀ʼʉ yɛ̌
horseshit,kàsànetíʼ
twenty-one,lyɛ̀nÿɔ́g
relegate,mbaŋkwɔ́ʼ
independency,lepàŋndâŋ
son of a bitch,kàsànetíʼ
geminate,mánèndèle
Angle,cÿɔ́ʼ Ssé
sassing,kùbo ncwò
damn,kàsànetíʼ
k. black cloth,malínɔ̀ɔn
lip,kùbo ncwò
presently,fʉ̀ʼʉ yɛ̌
doodly-squat,kàsànetíʼ
sully,cʉŋ nzẅìŋ
darn,kàsànetíʼ
riff,máa tepwó
bastard,kàsànetíʼ
defecate,kàsànetíʼ
chair,lóŋ ntsìɛ
buckler,kʉ́ʼʉ ncù
styler,kẅìŋe twó
hot seat,lóŋ ntsìɛ
basis,júbo ntaŋ
choler,gyáŋa lóŋ
brand,cʉŋ nzẅìŋ
crap,kàsànetíʼ
ire,gyáŋa lóŋ
club,lepfwɔʼɔ́
run over,letsyagté
stigma,cʉŋ nzẅìŋ
nine,lepfwɔʼɔ́
pair,mánèndèle
denounce,kàsànetíʼ
lean,cÿɔ́ʼ Ssé
diddlyshit,kàsànetíʼ
funniness,gẅe megʉa
k. condiment,kẅiŋe gyé
foundation,júbo ntaŋ
scope,lùŋ nÿɔ́g
How do you find it,Á légǎ là
soil,cʉŋ nzẅìŋ
nab,mbàŋa tʉ̌
upstream water,kwóŋ wɔɔn
k. cultural dance,mbàŋa nèm
accompany,kwò zɔ́gɔ
Independence,lepàŋndâŋ
stain,cʉŋ nzẅìŋ
dogshit,kàsànetíʼ
skink,mbèpà pǐŋ
cat,cʉ̀cÿɔ̀gɔ
harbour,kʉ́ʼʉ ncù
future mother,lɔ́ɔn liŋ
sword,kapáŋapùʼ
president,lóŋ ntsìɛ
marriage ceremony,lɔ́ɔn ndá
runoff,letsyagté
caller,kwò zɔ́gɔ
diddly,kàsànetíʼ
poor soul,gyà ngɔ́ʼ
vainglory,lesì nnɛ́
comedy,gẅe megʉa
mango tree,máangwèle
ship's company,kwò zɔ́gɔ
weight,cÿɔ́ʼ Ssé
stick on,lelíb ndù
shucks,kàsànetíʼ
finger,máa tepwó
k. cultural dance,gwaʼ ntaŋ
professorship,lóŋ ntsìɛ
bucketful,lùŋngɔ́ɔn
run off,mbaŋfɔ̌ɔn
affix,lelíb ndù
hitchhike,máa tepwó
k. mourning outfit,malínɔ̀ɔn
ca-ca,kàsànetíʼ
tarnish,cʉŋ nzẅìŋ
bolt out,mbaŋfɔ̌ɔn
Turdus migratorius,lepùmondù
blow from a toe,lóŋ tekwò
miser,kwé nkùbo
sp. West African yam,júʼu sẅìŋ
offender,fʉ̀a mbʉ̌
ocean,máamáa mí
for what reason,á nue kɔ́
arrest,mbàŋa tʉ̌
ball of the foot,lɔ̌ɔn kwò
hot spot of the war,legẅi ncù
put on weight disproportionately,éshÿɔ́bte
evildoer,fʉ̀ate nò
foliage,leffo tÿó
cake,mbaŋkwɔ́ʼ
prison,gÿòon kèm
bolt of lightning,mbaŋfɔ̌ɔn
duad,mánèndèle
blade,kapáŋapùʼ
standard candle,kyɛ́ndele
moderate,lóŋ ntsìɛ
sunup,mbaʼámbaʼ
keep company,kwò zɔ́gɔ
dirt,kàsànetíʼ
jack,kàsànetíʼ
account,mápitsɔ̀ʼ
ovolo,máa tepwó
first light,mbaʼámbaʼ
introduction,júbo ntaŋ
storyteller,gyà shwóŋ
quarter round,máa tepwó
grandma,má we lÿò
sp. weed,legǐ ngǐm
black flag,lyɛ̀nÿɔ́g
goat and other things for the widow’s ceremony,cùʼupfɔ́g
whoreson,kàsànetíʼ
screen,kwá lʉʼʉ́
go off,mbaŋfɔ̌ɔn
stop,mbaŋkwɔ́ʼ
twosome,mánèndèle
Old World robin,lepùmondù
slant,cÿɔ́ʼ Ssé
verbal description,lìe shwóŋ
bullshit,kàsànetíʼ
penalisation,kɔʼɔ́ lóŋ
shortly,fʉ̀ʼʉ yɛ̌
forenoon,mbaʼámbaʼ
sap,lyɛ̀nÿɔ́g
wax light,kyɛ́ndele
discolouration,cʉŋ nzẅìŋ
debar,mbaŋkwɔ́ʼ
creation,júbo ntaŋ
granny,má we lÿò
institution,júbo ntaŋ
fundament,júbo ntaŋ
sweep through,mbàŋa tʉ̌
dearest,lwò nŋwáʼ
robin,lepùmondù
push,mbàŋa mmó
one who pees,matsìtsìi
cop,mbàŋa tʉ̌
troupe,kwò zɔ́gɔ
gran,má we lÿò
bang,mbaŋfɔ̌ɔn
beloved,lwò nŋwáʼ
complete,mbàŋa tʉ̌
teller,gyà shwóŋ
research place,lefaʼá nò
spousal relationship,lɔ́ɔn ndá
back talk,kùbo ncwò
exclude,mbaŋkwɔ́ʼ
escape from shame,ésẅag shʉ
dayspring,mbaʼámbaʼ
pervade,kwá lʉʼʉ́
calabash used for drinking,gʉ̌ tÿóon
malaria,lÿɔg nnɛ́
big toe,máa tekwò
screen,legẅi ncù
outpouring,letsyagté
interpenetrate,kwá lʉʼʉ́
sp. small prawn,manjÿàngà
foliation,leffo tÿó
lozenge,mbàŋa ffo
release,mbàŋa mmó
overflow,letsyagté
account,letyɛ̀ʼte
 Oh yeah!, Éen èen!
ace,mbàŋa tʉ̌
adjectival,kyɛ̀ʼ ndù
soldier with scarred cheeks,kímoonmbî
Shit ,Kàsànetíʼ
scarf,kwɛ̀ɛ twó
society,kwò zɔ́gɔ
stool,kàsànetíʼ
dickhead,kàsànetíʼ
coal,kyé mmɔ̌g
independence,lepàŋndâŋ
blockade,mbaŋkwɔ́ʼ
grime,cʉŋ nzẅìŋ
thumb,máa tepwó
snitch,kàsànetíʼ
why,á nue kɔ́
companionship,kwò zɔ́gɔ
double-dealer,cʉŋ nzẅìŋ
cocksucker,kàsànetíʼ
take revenge for an insult,ésẅag shʉ
couplet,mánèndèle
decamp,mbaŋfɔ̌ɔn
pressure,lyɛ̀nÿɔ́g
pass with flying colors,mbàŋa tʉ̌
Mangifera indica,máangwèle
blackjack oak,lyɛ̀nÿɔ́g
candela,kyɛ́ndele
dawn,mbaʼámbaʼ
which moment?,fʉ̀ʼʉ kɔ́
pirate flag,lyɛ̀nÿɔ́g
partner off,mánèndèle
angle,cÿɔ́ʼ Ssé
double-crosser,cʉŋ nzẅìŋ
party,kwò zɔ́gɔ
window,fènɛ́tèle
man and wife,lɔ́ɔn ndá
rigidly,mbaŋfɔ̌ɔn
minus,letsẅɛ́te
scincid,mbèpà pǐŋ
button,mbàŋa mmó
screen,kʉ́ʼʉ ncù
history,mápitsɔ̀ʼ
discoloration,cʉŋ nzẅìŋ
foot,júbo ntaŋ
sea,máamáa mí
prevention,mbaŋkwɔ́ʼ
mango,máangwèle
do it openly,éshʉashʉa
sass,kùbo ncwò
backtalk,kùbo ncwò
morning time,mbaʼámbaʼ
blackjack,lyɛ̀nÿɔ́g
aurora,mbaʼámbaʼ
yoke,mánèndèle
Erithacus rubecola,lepùmondù
flood,letsyagté
k. cultural dance,makòŋ ngé
ira,gyáŋa lóŋ
measuring system,fʉ̀ʼʉ mmó
palm of the hand,lɔ̌ɔn pwó
legal community,mbaŋkwɔ́ʼ
distich,mánèndèle
thunderbolt,mbaŋfɔ̌ɔn
sole of the foot,lɔ̌ɔn kwò
yam beetle,mánzsèlʉŋ
purple nutsedge,kuʼú tsẅɛ
vingt-et-un,lyɛ̀nÿɔ́g
match,mánèndèle
well over,letsyagté
leaf,leffo tÿó
tinker's damn,kàsànetíʼ
mattress,matenɛ́sè
dilemma,mánèndèle
barricade,mbaŋkwɔ́ʼ
carapace,legẅi ncù
absquatulate,mbaŋfɔ̌ɔn
imbue,kwá lʉʼʉ́
riddle,kwá lʉʼʉ́
chairperson,lóŋ ntsìɛ
musical scale,fʉ̀ʼ ncʉ̀e
draw up,legÿɔʼ ndá
duad,mándèndèle
formula,kwáŋa shÿó
graduated table,fʉ̀ʼ ncʉ̀e
neutralize,cʉ̀ŋe nkáb
back talk,gwága ntse
mumps,kwɔ́ʼ ngɔʼ
waste matter,cʉ̀ŋe nkáb
Day,lyɛʼɛ́ láʼ
defense lawyers,lɔ̀g ntʉte
draw,ffo ndèpàʼ
satire,gúlaandɔɔn
physique,kwáŋa shÿó
speak,gwága ntse
green-eyed monster,kwɔ̀ʼɔ lóŋ
sloppiness,kùmá pÿágà
room access,kwɔ̀ʼɔ ndá
entrap,legÿɔʼ ndá
bluejacket,kɔ́ɔn ntse
association,ffo ndèpàʼ
dance spear with little bell,lekwoŋ lúŋ
mayor,fùɔ tÿǒsoŋ
skeletal frame,legÿɔʼ ndá
earwax,ffó letuŋó
harvesting,lelàg shúm
twosome,mándèndèle
difficulty urinating,letsì ntʉ̀
chairman,kwɔ̀ʼɔ lʉŋ
shutdown,jÿɔ̀ʼɔ ndá
set up,legÿɔʼ ndá
break of day,lesaʼá nèm
shutter,kwalákwàlà
vim,mbèlenjʉ̂ŋ
liquidate,cʉ̀ŋe nkáb
descale,fʉ̀ʼ ncʉ̀e
lead,kwɔ̀ʼɔ lʉŋ
build,legÿɔʼ ndá
cast,legÿɔʼ ndá
caustic remark,gúlaandɔɔn
track,lyěen nzsè
daytime,lyɛʼɛ́ láʼ
sling,kyɛ́d nkyɛ
stool,kwɔ̀ʼɔ fùɔ
mitt,kwò metsǒŋ
ankle joint,leluʼú kwò
shell,fʉ̀ʼ ncʉ̀e
disaster,lʉ̀a megʉa
butchery,legwǎ mbab
adjoin,legÿɔʼ ndá
wed,ffo ndèpàʼ
compose,legÿɔʼ ndá
framing,legÿɔʼ ndá
soma,legÿɔʼ ndá
tail,lyěen nzsè
see you tomorrow,à cʉ́ʼ jǔɔ
explosion,cʉ̀me ngyè
middle-class,fùɔndàbnɛ́
inning,legÿɔʼ ndá
sp. new red cocoyam,mákàba páŋ
shape,legÿɔʼ ndá
sass,gwága ntse
snake feeder,mapyé ntse
giant carrion flower,lelaŋ ngẅi
cut through,lyěen nzsè
march,legÿɔʼ ndá
conclude,jÿɔ̀ʼɔ ndá
circumcision,lepuʼú múɔ
chairwoman,kwɔ̀ʼɔ lʉŋ
hunter,màʼ nkàtém
splice,ffo ndèpàʼ
sp. bean,lème ńnéŋe
Clarence Day,lyɛʼɛ́ láʼ
border,legÿɔʼ ndá
shut down,jÿɔ̀ʼɔ ndá
tie beam,ffo ndèpàʼ
waste product,cʉ̀ŋe nkáb
knock off,cʉ̀ŋe nkáb
scurf,fʉ̀ʼ ncʉ̀e
inure,lùm nkɔ́ɔn
Panama hat,kɔ́ɔn ntse
rail,lyěen nzsè
frame in,legÿɔʼ ndá
harden,lùm nkɔ́ɔn
habitus,kwáŋa shÿó
scale leaf,fʉ̀ʼ ncʉ̀e
funeral,kème legwe
couplet,mándèndèle
 If !, Éen héen!
give chase,lyěen nzsè
squander,cʉ̀ŋe nkáb
temper,lùm nkɔ́ɔn
first light,lesaʼá nèm
sailor,kɔ́ɔn ntse
free energy,mbèlenjʉ̂ŋ
articulatio talocruralis,leluʼú kwò
partner off,mándèndèle
cowpea leaf,gwága mekú
diversion,gʉ̀ŋe nzsè
wild,cʉ̀ŋe nkáb
shack,kɔ̀ʼte ndá
dyad,mándèndèle
hedging,lepàa nkáʼ
mantis,lèŋe lefùɔ
refutation,lɔ̀g ntʉte
brink,kwɔ̀ʼɔ ndá
Energy Department,mbèlenjʉ̂ŋ
Energy,mbèlenjʉ̂ŋ
run off,cʉ̀ŋe nkáb
come together,jÿɔ̀ʼɔ ndá
side of the foot,legʉŋe kwò
aromatise,làméndɔ̀ɔn
tulip tree,gwèle ntʉ̀
cataclysm,lʉ̀a megʉa
scent,làméndɔ̀ɔn
unripe pistachio nut,fɔ̀bɔ njʉʼ
affiliation,ffo ndèpàʼ
wasteland,cʉ̀ŋe nkáb
family with several parents-in-law,kwɔ̀ʼɔ tsé
yoke,mándèndèle
ware,cʉ̀ŋe nkáb
zip,mbèlenjʉ̂ŋ
death chair,kwɔ̀ʼɔ lʉŋ
solar day,lyɛʼɛ́ láʼ
divagation,gʉ̀ŋe nzsè
glorious,kwàʼ mboŋó
sunrise,lesaʼá nèm
mango tree,máangwʉ̀le
catapult,kyɛ́d nkyɛ
fool,máfómo lii
fudge,lepàa nkáʼ
match,mándèndèle
long before,fʉ̀ʼʉ mvfò
runway,lyěen nzsè
verbalism,kwáŋa shÿó
defence force,lɔ̀g ntʉte
Panama,kɔ́ɔn ntse
defence mechanism,lɔ̀g ntʉte
dilemma,mándèndèle
wastefulness,cʉ̀ŋe nkáb
material body,kwáŋa shÿó
harvest home,lelàg shúm
mouth,gwága ntse
frame,kwáŋa shÿó
hut,kɔ̀ʼte ndá
commode,kwɔ̀ʼɔ fùɔ
ridiculous thing,gʉ̀gʉ̀ʉ nò
yellow tassleflower,legǐ mefùɔ
parry,lepàa nkáʼ
deviation,gʉ̀ŋe nzsè
talk,gwága ntse
cut,lyěen nzsè
pine away,cʉ̀ŋe nkáb
Deam’s clearweed,gáʼa mevɛ́
body-build,kwáŋa shÿó
figure,legÿɔʼ ndá
conclusion,jÿɔ̀ʼɔ ndá
span,mándèndèle
shambles,legwǎ mbab
trail,lyěen nzsè
go after,lyěen nzsè
straw hat,kɔ́ɔn ntse
weighing machine,fʉ̀ʼ ncʉ̀e
couple,mándèndèle
human body,legÿɔʼ ndá
closure,jÿɔ̀ʼɔ ndá
frame up,legÿɔʼ ndá
carpenter,kápíndɔ̀ɔn
break of the day,lesaʼá nèm
pair,mándèndèle
dragonfly,mapyé ntse
edge,legÿɔʼ ndá
spinning disk used by children,mandelevûm
cross,lyěen nzsè
rat poison,ffo cʉcʉ̀a
butt,legÿɔʼ ndá
waste material,cʉ̀ŋe nkáb
darning needle,mapyé ntse
negligence,kùmá pÿágà
desolate,cʉ̀ŋe nkáb
slingshot,kyɛ́d nkyɛ
organizer of a rite of twins,mántùʼ kěm
railroad tie,ffo ndèpàʼ
vigour,mbèlenjʉ̂ŋ
thriftlessness,cʉ̀ŋe nkáb
hedge,lepàa nkáʼ
threshold,kwɔ̀ʼɔ ndá
sassing,gwága ntse
jester,máfómo lii
face,kwáŋa shÿó
chassis,legÿɔʼ ndá
lip,gwága ntse
lay waste to,cʉ̀ŋe nkáb
inch,legÿɔʼ ndá
abut,legÿɔʼ ndá
caterpillar track,lyěen nzsè
twain,mándèndèle
windup,jÿɔ̀ʼɔ ndá
closing,jÿɔ̀ʼɔ ndá
quandary,mándèndèle
He is sick.,À ne ńguɔ.
hedge in,lepàa nkáʼ
vigor,mbèlenjʉ̂ŋ
monitor,cwoŋo njúʼ
defense,lɔ̀g ntʉte
duet,mándèndèle
city manager,fùɔ tÿǒsoŋ
daybreak,lesaʼá nèm
skeletal system,legÿɔʼ ndá
Feast of the Circumcision,lepuʼú múɔ
reflection,kwáŋa shÿó
aromatize,làméndɔ̀ɔn
form,legÿɔʼ ndá
brilliant,kwàʼ mboŋó
cut across,lyěen nzsè
neglect,kùmá pÿágà
spinning disk used by children,mandʉ̂avûm
doorsill,kwɔ̀ʼɔ ndá
butt on,legÿɔʼ ndá
splendid,kwàʼ mboŋó
bending,gʉ̀ŋe nzsè
sp. weed,lelaŋ ntse
innocent person,kwé té zsé
physical body,legÿɔʼ ndá
snake doctor,mapyé ntse
aspect,kwáŋa shÿó
keep cola in a basket,éfoo lepfo
expression,kwáŋa shÿó
chair,kwɔ̀ʼɔ lʉŋ
sailor boy,kɔ́ɔn ntse
racecourse,lyěen nzsè
hot seat,kwɔ̀ʼɔ lʉŋ
look,kwáŋa shÿó
defending team,lɔ̀g ntʉte
build,kwáŋa shÿó
raceway,lyěen nzsè
consume,cʉ̀ŋe nkáb
connect,ffo ndèpàʼ
duo,mándèndèle
underframe,legÿɔʼ ndá
bind,ffo ndèpàʼ
plate,fʉ̀ʼ ncʉ̀e
vindication,lɔ̀g ntʉte
barren,cʉ̀ŋe nkáb
podgy person,máfómo lii
communicator,jùʼu shwóŋ
circumvent,lepàa nkáʼ
sponge,lème ńnéŋe
nonperformance,kùmá pÿágà
hedgerow,lepàa nkáʼ
catastrophe,lʉ̀a megʉa
mantid,lèŋe lefùɔ
close,jÿɔ̀ʼɔ ndá
end,jÿɔ̀ʼɔ ndá
each time,fʉ̀ʼ ntsèm
linkup,ffo ndèpàʼ
bound,legÿɔʼ ndá
soma,kwáŋa shÿó
marry,ffo ndèpàʼ
ensnare,legÿɔʼ ndá
president,kwɔ̀ʼɔ lʉŋ
close up,jÿɔ̀ʼɔ ndá
shape,kwáŋa shÿó
mortise joint,leluʼú kwò
flesh,legÿɔʼ ndá
formulation,kwáŋa shÿó
ear of maize or corn containing black powder,lepuʼú pfó
blowup,cʉ̀me ngyè
sp. ant,málémngʉ̀a
standoff,ffo ndèpàʼ
verge,kwɔ̀ʼɔ ndá
essence,làméndɔ̀ɔn
professorship,kwɔ̀ʼɔ lʉŋ
navy man,kɔ́ɔn ntse
crewman,kɔ́ɔn ntse
exfoliation,fʉ̀ʼ ncʉ̀e
digression,gʉ̀ŋe nzsè
crop,lelàg shúm
nostril,mbeŋ lezẅé
cart track,lyěen nzsè
tragedy,lʉ̀a megʉa
deflexion,gʉ̀ŋe nzsè
couch,legÿɔʼ ndá
copulate,mándèndèle
rima oris,gwága ntse
dodge,lepàa nkáʼ
aroma,làméndɔ̀ɔn
praying mantis,kwɔ̀ʼɔ fùɔ
scourge,cʉ̀ŋe nkáb
one of eight days of the traditional week,cʉ̀ʼʉnzàʼa
morning,lesaʼá nèm
deflection,gʉ̀ŋe nzsè
throne,kwɔ̀ʼɔ fùɔ
anatomy,legÿɔʼ ndá
brow,kʉ̌ŋ nÿɔ́g
data track,lyěen nzsè
butt against,legÿɔʼ ndá
children belonging to the same woman,kwɔ̀ʼɔ ndá
so that,légwɔ́ gie
moderate,kwɔ̀ʼɔ lʉŋ
parasite,lème ńnéŋe
Orion,màʼ nkàtém
brace,mándèndèle
magnificent,kwàʼ mboŋó
ankle,leluʼú kwò
verbal expression,kwáŋa shÿó
ignorant person,kwé té zsé
leghorn,kɔ́ɔn ntse
anterior naris,mbeŋ lezẅé
dissipation,cʉ̀ŋe nkáb
January 1,lepuʼú múɔ
skirt,lepàa nkáʼ
defensive measure,lɔ̀g ntʉte
all the time,fʉ̀ʼ ntsèm
reminder,cwoŋo njúʼ
zebra mouse,kíkí màwàʼ
day,lyɛʼɛ́ láʼ
sidestep,lepàa nkáʼ
twenty-four hour period,lyɛʼɛ́ láʼ
instead of,legwɔ́ gie
reflexion,kwáŋa shÿó
twin,mándèndèle
permissive waste,cʉ̀ŋe nkáb
sunup,lesaʼá nèm
huntsman,màʼ nkàtém
supercilium,kʉ̌ŋ nÿɔ́g
ordered series,fʉ̀ʼ ncʉ̀e
traverse,lyěen nzsè
baseball mitt,kwò metsǒŋ
oral cavity,gwága ntse
figure,kwáŋa shÿó
grammatical construction,kwáŋa shÿó
verbalize,gwága ntse
carelessness,kùmá pÿágà
mean solar day,lyɛʼɛ́ láʼ
defense team,lɔ̀g ntʉte
jealousy,kwɔ̀ʼɔ lóŋ
dirty person,máfómo lii
fill up,jÿɔ̀ʼɔ ndá
path,lyěen nzsè
bod,legÿɔʼ ndá
mate,mándèndèle
human body,kwáŋa shÿó
distal phalanx,lecʉ́a pwó
shanty,kɔ̀ʼte ndá
sarcasm,gúlaandɔɔn
evade,lepàa nkáʼ
defense mechanism,lɔ̀g ntʉte
distich,mándèndèle
long ago,fʉ̀ʼʉ mvfò
ravage,cʉ̀ŋe nkáb
warp,gʉ̀ŋe nzsè
dawning,lesaʼá nèm
admonisher,cwoŋo njúʼ
glean,lelàg shúm
attach,ffo ndèpàʼ
difficult birth,lezyé ntʉ̀
lead,lyěen nzsè
physique,legÿɔʼ ndá
bond,ffo ndèpàʼ
Come anyway.,Fó ńtó lâ.
head hair,lenoŋo twó
chassis,kwáŋa shÿó
defense force,lɔ̀g ntʉte
bee house,kaba nŋwáʼ
dayspring,lesaʼá nèm
Department of Energy,mbèlenjʉ̂ŋ
defence reaction,lɔ̀g ntʉte
waste,cʉ̀ŋe nkáb
godforsaken,cʉ̀ŋe nkáb
new cocoyam,kuʼú lekàŋ
crapper,kwɔ̀ʼɔ fùɔ
rails,lyěen nzsè
completion,jÿɔ̀ʼɔ ndá
scale of measurement,fʉ̀ʼ ncʉ̀e
backtalk,gwága ntse
sewing needle,mapyé ntse
person who keeps his promises,gɔ̀ɔn ńgÿo
skimmer,kɔ́ɔn ntse
closedown,jÿɔ̀ʼɔ ndá
locution,kwáŋa shÿó
blow,cʉ̀ŋe nkáb
form,kwáŋa shÿó
boxing glove,kwò metsǒŋ
crosstie,ffo ndèpàʼ
course,lyěen nzsè
saying,kwáŋa shÿó
doorway,kwɔ̀ʼɔ ndá
dysentery,jʉʼʉ kwɔ́ʼ
racetrack,lyěen nzsè
Clarence Shepard Day Jr.,lyɛʼɛ́ láʼ
harvest,lelàg shúm
oral fissure,gwága ntse
physical body,kwáŋa shÿó
caterpillar tread,lyěen nzsè
perfume,làméndɔ̀ɔn
devil's darning needle,mapyé ntse
verbal description,lìe ńdaʼte
mop up,jÿɔ̀ʼɔ ndá
moss,mánǎŋntsàʼ
hunting watch,màʼ nkàtém
close down,jÿɔ̀ʼɔ ndá
Circumcision,lepuʼú múɔ
abattoir,legwǎ mbab
languish,cʉ̀ŋe nkáb
boater,kɔ́ɔn ntse
fold,jÿɔ̀ʼɔ ndá
sleeping drug,ffo lelɔ́g
neutralise,cʉ̀ŋe nkáb
defense reaction,lɔ̀g ntʉte
dawn,lesaʼá nèm
systema skeletale,legÿɔʼ ndá
small bag.,pɔ̀ɔn kʉ́;
door,kwɔ̀ʼɔ ndá
DOE,mbèlenjʉ̂ŋ
potty,kwɔ̀ʼɔ fùɔ
cartroad,lyěen nzsè
chairperson,kwɔ̀ʼɔ lʉŋ
defensive structure,lɔ̀g ntʉte
store cola in a basket,éfoo lepfo
elude,lepàa nkáʼ
macerate,cʉ̀ŋe nkáb
daylight,lyɛʼɛ́ láʼ
description,lìe ńdaʼte
leech,lème ńnéŋe
culmination,jÿɔ̀ʼɔ ndá
puffback shrike’s call,kukúkukúku
things side by side,mándèndèle
pair off,mándèndèle
flea,fúɔ nkèsàŋ
sharpness,legÿɔʼ ndá
couch grass,kɔ̀ɔn ngùb
sleeper,ffo ndèpàʼ
indurate,lùm nkɔ́ɔn
push,mbèlenjʉ̂ŋ
energy,mbèlenjʉ̂ŋ
scale,fʉ̀ʼ ncʉ̀e
flesh,kwáŋa shÿó
aurora,lesaʼá nèm
predaceous diving beetle,lelíɛ ntse
cover,lyěen nzsè
muscularity,mbèlenjʉ̂ŋ
do in,cʉ̀ŋe nkáb
Hunter,màʼ nkàtém
calamity,lʉ̀a megʉa
slaughterhouse,legwǎ mbab
limen,kwɔ̀ʼɔ ndá
boundary,legÿɔʼ ndá
toughen up,lùm nkɔ́ɔn
surmount,fʉ̀ʼ ncʉ̀e
dog,lyěen nzsè
ending,jÿɔ̀ʼɔ ndá
geminate,mándèndèle
Sat,màga lyɛ̌ʼ
k. cultural dance,mágɔ̀ʼpʉ̌ŋ
apiary,kaba nŋwáʼ
vitality,mbèlenjʉ̂ŋ
hovel,kɔ̀ʼte ndá
mosquito hawk,mapyé ntse
anatomy,kwáŋa shÿó
devastate,cʉ̀ŋe nkáb
manifestation,kwáŋa shÿó
frame of reference,legÿɔʼ ndá
shut,jÿɔ̀ʼɔ ndá
doorstep,kwɔ̀ʼɔ ndá
irony,gúlaandɔɔn
get-up-and-go,mbèlenjʉ̂ŋ
Sabbatum,màga lyɛ̌ʼ
put,legÿɔʼ ndá
Saturday,màga lyɛ̌ʼ
harvest time,lelàg shúm
pass over,lyěen nzsè
emaciate,cʉ̀ŋe nkáb
Mangifera indica,máangwʉ̀le
demurrer,lɔ̀g ntʉte
sponger,lème ńnéŋe
chase,lyěen nzsè
detonation,cʉ̀me ngyè
put off,lepàa nkáʼ
chase after,lyěen nzsè
link,ffo ndèpàʼ
reap,lelàg shúm
mouthpiece,gwága ntse
toilet,kwɔ̀ʼɔ fùɔ
denial,lɔ̀g ntʉte
tie,ffo ndèpàʼ
twenty-four hours,lyɛʼɛ́ láʼ
material body,legÿɔʼ ndá
frame,legÿɔʼ ndá
electric chair,kwɔ̀ʼɔ lʉŋ
cerumen,ffó letuŋó
skeeter hawk,mapyé ntse
plump person,máfómo lii
mango,máangwʉ̀le
refraction,gʉ̀ŋe nzsè
one who kills while laughing,lʉ̀te ngwa
hutch,kɔ̀ʼte ndá
defence,lɔ̀g ntʉte
verbalise,gwága ntse
construction,kwáŋa shÿó
tie-in,ffo ndèpàʼ
tag,lyěen nzsè
utter,gwága ntse
duck,lepàa nkáʼ
cockcrow,lesaʼá nèm
redact,legÿɔʼ ndá
running,lyěen nzsè
24-hour interval,lyɛʼɛ́ láʼ
season,lùm nkɔ́ɔn
fragrance,làméndɔ̀ɔn
epidemic parotitis,kwɔ́ʼ ngɔʼ
can,kwɔ̀ʼɔ fùɔ
glove,kwò metsǒŋ
necktie,ffo ndèpàʼ
baseball glove,kwò metsǒŋ
tie-up,ffo ndèpàʼ
rot,cʉ̀ŋe nkáb
link up,ffo ndèpàʼ
shutting,jÿɔ̀ʼɔ ndá
bod,kwáŋa shÿó
get across,lyěen nzsè
dysuria,letsì ntʉ̀
jump rope,kyɛ́ɛ nkÿo
skeleton,legÿɔʼ ndá
motley fool,máfómo lii
enthrone,kwɔ̀ʼɔ fùɔ
sidereal day,lyɛʼɛ́ láʼ
facial expression,kwáŋa shÿó
eyebrow,kʉ̌ŋ nÿɔ́g
pot,kwɔ̀ʼɔ fùɔ
get over,lyěen nzsè
traverse beam,kwɔ̀bɔ pàʼa
pity king,fùɔ ntsɔ́ɔn
eyeball,máa lejÿɔ́g
reciprocation,lefegé nzsè
blood clot,kɔ̌ɔn metse
saromacca grass,kekàʼa ndóŋ
counterchange,lefagá nzsè
meager,kẅɛ́ɛ pwòon
valet de chambre,cÿɔ́ʼ ntɔ́ʼ
combustible,kẅìge mmɔ́g
Inferno,lepÿé mmɔ̌g
opinion,lezab ntʉ́m
memorial park,mbèlengàlôŋ
honour,kwɔ̀gɔ nnɛ́
not,kaa ... wɔ́
k. cultural dance,kwɔ̀ʼɔ nzáŋ
cemetery,mbèlengàlôŋ
purple nutsedge,kuʼú nkèsàŋ
domicile,lekyè mmɔ́g
garden hibiscus,gegàŋa tsẅɛ
orb,máa lejÿɔ́g
household,lekyè mmɔ́g
mouth,lecʉmé ntse
flint,legẅi mmɔ̌g
dekameter,letiʼí ntse
lumber,gʉ̀me mmɔ́g
habitation,lekyè mmɔ́g
infernal region,lepÿé mmɔ̌g
talk,lecʉmé ntse
valet,cÿɔ́ʼ ntɔ́ʼ
conflux,letemé ntse
day-to-day,lyɛ̌ʼ ntsèm
scraper,kwòon melÿò
pelter,kɔ́ɔn menʉ́
